COVID-19 Vaccinations in the United States
Date generated: Mon Mar 21 2022 08:21:22 GMT+0800 (中国标准时间)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2821495,135466,N/A,2189155,105106,1931466,N/A,1084236,52.1,946707,N/A,860487,41.3,752271,N/A,1460515,1255180,105800,0,40363,1026025,1122596,171,390259,432017,38205,6,389909,324222,38134,6,N/A,52.1,N/A,N/A,39.8,720095,0,1084236,176853,0,138467,0,78142,56848,3476,1,386043,0,0,1038770,0,826981,0,390171,398625,38179,6,2110077,0,0,1083867,0,860329,0,390185,431958,38180,6,2188601,0,0,259968,30.2,259914,31.4,248423,33,67689,48.9,124983,132853,2013,119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,26424645,208531,268163,21961353,173309,19600815,198913,9661297,76.2,8494902,86.2,8613810,68,7579586,76.9,16094205,9169240,1161200,0,676422,7756940,13498469,29522,2794487,5188076,622074,9173,2786732,4164485,619430,8939,N/A,76.2,N/A,86.2,65,7205292,73.1,9661297,1967500,95,1790796,87.6,796611,906286,84110,3789,5060235,247658,1293280,9192257,84.8,8208210,75.7,2794370,4782658,622017,9165,21082242,194525,243819,9655475,81,8610372,72.2,2794389,5184795,622020,9168,21952072,184086,221592,4293555,49.8,4292832,52.3,4125449,54.4,1363861,76.2,1752404,2487225,52320,1606,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,12807880,190248,248011,9281784,137871,8514151,164867,4103966,61,3706301,71.8,3661175,54.4,3344588,64.8,7711580,4499000,597300,0,303522,3342965,5605031,30266,1246310,2126437,280107,8321,1245907,1810725,279798,8158,N/A,61,N/A,71.8,51.6,3154193,61.1,4103966,1002643,92.3,937581,86.4,458364,444342,30992,3883,2617627,241091,1179640,3962826,69.5,3564371,62.5,1246257,2029753,280078,8283,9044992,158544,224501,4103559,65,3661097,58,1246301,2126386,280090,8320,9281369,146999,202853,1635988,44.7,1632881,45.8,1583696,47.4,632845,67.5,638957,974788,20993,1250,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5798115,199021,261995,4486229,153991,4046318,182838,2152292,73.9,1924734,87,1767792,60.7,1581604,71.5,3323875,2218540,255700,0,137319,1704007,2640871,4032,630997,1010413,125647,735,630579,824888,125512,625,N/A,73.9,N/A,87,57.7,1493921,67.5,2152292,525913,95,426414,89.7,202965,204572,18600,277,1204718,253365,1219410,2070839,84.5,1704939,69.5,630963,947636,125626,714,4342382,177117,236494,2152114,78.9,1767769,64.8,630989,1010404,125642,734,4486032,164445,212542,739800,41.8,739673,43.4,714302,45.2,278063,65.2,320631,408405,10553,211,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8516975,190636,245814,6375866,142711,5868152,169365,2932465,65.6,2670996,77.1,2539756,56.8,2319582,66.9,4622875,3514700,379400,0,234944,2618924,3519532,2466,971868,1356255,209850,1783,971470,1136759,209689,1664,N/A,65.6,N/A,77.1,53.6,2175269,62.8,2932465,723178,95,641721,85.5,293439,308657,38799,826,1758769,234326,1134740,2843795,74.7,2468910,64.9,971743,1285584,209817,1766,6215377,163298,223768,2932005,69.9,2539702,60.5,971855,1356238,209827,1782,6374688,151957,203024,1101844,43.4,1101711,44.6,1074351,46.3,433314,67.5,498151,580265,23238,190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7987050,171809,224282,6121661,131683,5684483,159624,2815393,60.6,2577340,72.4,2464870,53,2279511,64,4405470,3260680,320900,0,197401,2501681,3419501,3078,956223,1328402,179153,1092,955655,1143851,178940,1065,N/A,60.6,N/A,72.4,50.2,2148326,60.3,2815393,674829,91.1,635286,85.7,302220,310447,22405,214,1721312,232289,1077840,2746983,70,2418306,61.6,956189,1281913,179121,1083,6007285,153117,203579,2815089,64.8,2464775,56.7,956208,1328345,179132,1090,6121249,140805,183723,949782,38.5,949569,39.3,933428,40.9,404624,63.7,421310,515234,13157,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,16353310,237262,295202,14388480,208756,12892542,232730,6684370,95,5925893,95,5377951,78,4754098,85.8,9542390,6199320,611600,0,401681,5618913,8367442,444,1888617,3108501,380630,203,1883216,2491350,379354,178,N/A,95,N/A,95,74.8,4534356,81.9,6684370,1386469,95,1096319,93.8,495801,526215,74229,74,3182064,272127,1398520,6375245,95,5126432,85.2,1888577,2857056,380600,199,13826099,229794,271797,6680586,95,5376013,82.3,1888608,3106579,380624,202,14382763,220083,250237,2694661,50.1,2694301,52.6,2577216,54.2,766808,69.9,1261760,1406508,26370,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,15198170,251389,322611,11626180,192306,10338153,219447,5161630,85.4,4529731,95,4504719,74.5,3955454,84,9421910,5174760,601500,0,362223,4199607,7047296,17054,1502915,2673334,324108,4362,1502219,2125567,323725,3943,N/A,85.4,N/A,95,71.7,3783739,80.3,5161630,997161,95,897586,93.6,428726,412635,55045,1180,2535084,264237,1584140,4917176,95,4297504,83.2,1502812,2466480,323937,4275,11173092,216412,294373,5160781,90.8,4504584,79.3,1502880,2673275,324070,4359,11625218,204535,267397,2230471,49.5,2229801,51.9,2129834,53.8,668481,74.5,936724,1258219,34784,744,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3223850,239832,294316,2722615,202544,2486463,226998,1200844,89.3,1088081,95,1057231,78.7,955785,87.3,1803430,1268120,152300,0,143048,1106622,1469546,3399,380092,545098,131263,778,380010,443894,131182,699,N/A,89.3,N/A,95,72.7,876329,80,1200844,322632,95,280843,95,127916,128068,24592,267,801197,280861,1130130,1155660,95,1017245,85.8,380071,505159,131241,774,2637047,222548,272070,1200689,93.8,1057197,82.5,380085,545090,131244,778,2722446,212579,251731,574996,54.4,574922,56.5,555075,58.1,212797,75.8,264441,299295,10665,595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,90480,116386,190368,57853,74418,50493,106236,30113,38.7,25560,53.8,24915,32,22285,46.9,21480,56400,12600,0,2730,47286,7835,2,19490,2726,2697,2,19453,143,2687,2,N/A,38.7,N/A,53.8,28.8,19768,41.6,30113,1454,39,1269,34,1149,2,118,0,3062,82047,2424440,28343,49.4,24235,42.2,19482,2057,2694,2,55391,96552,157716,30096,43.5,24905,36,19485,2722,2696,2,57827,83567,130755,5149,20.7,5149,21.2,5141,23.1,448,35.3,4878,249,22,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,20288710,203154,258688,15410124,154304,14123410,180078,6641437,66.5,6016781,76.7,5955593,59.6,5398063,68.8,11349990,8005320,933400,0,462743,6050790,8894443,2148,2159076,3376677,418731,1109,2158250,2820410,418396,1007,N/A,66.5,N/A,76.7,57.2,5151311,65.7,6641437,1692930,95,1541024,87.3,769851,699578,70992,603,4333334,245459,1149240,6406281,74.5,5750322,66.9,2159001,3171521,418700,1100,14966363,174129,236052,6640861,70.5,5955532,63.2,2159054,3376653,418717,1108,15409516,163576,215370,3171223,53.2,3170853,55.1,3076926,57,1165617,75.6,1415430,1708583,47087,123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,12081030,214217,278591,9980482,176970,8914836,205578,4206961,74.6,3695019,85.2,3868865,68.6,3401426,78.4,7300510,4279320,501200,0,355165,3614693,6006295,4329,1294353,2245830,327114,1568,1291985,1781371,326568,1502,N/A,74.6,N/A,85.2,65.9,3246904,74.9,4206961,938594,95,878234,95,369677,457654,50536,367,2502749,271925,1312610,3985109,83.4,3674760,76.9,1294295,2051818,327095,1552,9565881,200203,252842,4203917,79.5,3867069,73.1,1294345,2244061,327099,1564,9975635,188646,228461,2182080,56.4,2181753,59.4,2096494,61.6,716214,81.6,874596,1278633,28510,341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,11183505,182218,234610,8722200,142115,8005613,167944,4029383,65.7,3656311,76.7,3403639,55.5,3098154,65,6516245,4243260,424000,0,249488,3149837,5320554,2321,1157316,2009338,236258,727,1156810,1704877,235985,482,N/A,65.7,N/A,76.7,52.9,2938567,61.6,4029383,1013663,95,885144,83.3,403367,441548,40056,173,2478106,233335,1053020,3897104,74.4,3302629,63.1,1157293,1908421,236226,689,8489030,162137,213600,4028970,69.8,3403594,59,1157303,2009325,236242,724,8721787,151175,193843,1410491,41.4,1410297,42.7,1372003,44.3,575216,65,577455,815711,17255,70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,122630,236505,339931,107124,206600,86998,241159,45253,87.3,35449,95,43074,83.1,33958,94.1,94010,25020,3600,0,1346,14703,91075,0,5193,36731,1149,1,5192,27616,1149,1,N/A,87.3,N/A,95,81.6,33183,92,45253,3219,85.7,3103,82.7,500,2484,119,0,8499,226399,3266650,40822,95,39082,92.4,5193,32739,1149,1,98697,233381,289974,45249,94.1,43074,89.5,5193,36731,1149,1,107120,222693,254937,19872,46.1,19871,50.8,18660,55,2289,73.8,3927,15746,199,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5358615,180052,235278,3792788,127439,3511528,154179,1758982,59.1,1607948,70.6,1527237,51.3,1404446,61.7,2973855,2159660,225100,0,92396,1521765,2175790,2837,581798,858906,85380,1153,581435,736614,85280,1117,N/A,59.1,N/A,70.6,49.3,1343088,59,1758982,444207,91.3,406064,83.4,206017,181806,17713,528,1104243,226887,1101030,1718563,68.2,1496244,59.3,581781,827949,85363,1151,3721167,147582,212523,1758819,63,1527205,54.7,581790,858894,85368,1153,3792609,135806,191881,554601,36.3,554522,37.1,545134,38.8,249143,61.4,258584,287424,7997,596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1899495,177726,226079,1545254,144581,1424684,169567,691724,64.7,629329,74.9,600953,56.2,549505,65.4,1014195,781000,104300,0,60443,650085,832593,2133,235543,310326,54585,499,235400,259108,54509,488,N/A,64.7,N/A,74.9,52.7,511401,60.9,691724,195519,94.7,175930,85.2,84514,81128,10056,232,492192,238422,920133,668794,72.9,583184,63.6,235520,292588,54578,498,1504471,163958,207007,691593,68.6,600924,59.6,235527,310318,54580,499,1545085,153340,188513,280712,46.7,280665,48.1,274433,49.9,121379,69,132137,143240,4989,346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,21129600,201463,258076,16267591,155105,14803707,180812,8690383,82.9,7894115,95,6264916,59.7,5663078,69.2,12245240,7963760,920600,0,514159,6043323,9709164,945,2166834,3616405,481526,151,2163664,3019209,480059,146,N/A,82.9,N/A,95,56,5276298,64.4,8690383,2167036,95,1504494,85.9,722772,726610,55044,68,4274161,244085,1206650,8411859,93.6,6058387,67.4,2166716,3410023,481498,150,15774309,175553,235152,8687529,87.9,6263670,63.4,2166791,3615220,481509,150,16263529,164639,213899,1615093,25.8,1614931,26.7,1564196,27.6,595567,39.6,710872,876161,28036,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1318400,173004,226572,1066461,139944,979845,168390,492186,64.6,448258,77,415959,54.6,379718,65.3,761980,504020,52400,0,39598,404057,622481,325,144895,234595,36459,10,144682,198721,36305,10,N/A,64.6,N/A,77,51.2,354261,60.9,492186,120583,95,102114,85.2,48129,49611,4371,3,291503,243233,1100090,474816,74.5,402178,63.1,144889,220827,36452,10,1032059,161956,206890,491931,69.5,415863,58.7,144891,234508,36454,10,1066097,150587,186225,167566,40.3,167549,41.7,165796,43.7,69333,67.9,76633,88426,2500,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3808610,196888,261162,3102453,160383,2796063,191730,1346550,69.6,1194897,81.9,1215038,62.8,1081733,74.2,2318230,1340780,149600,0,93681,1114643,1887939,6190,413042,712739,87656,1601,412830,579836,87564,1503,N/A,69.6,N/A,81.9,60.2,1030717,70.7,1346550,307037,95,285056,91.2,138559,138633,6949,915,820918,262729,1218920,1290292,79.8,1167676,72.2,413003,665457,87631,1585,2998425,185385,235476,1346258,74.6,1214977,67.4,413020,712716,87641,1600,3102086,172001,211176,591694,48.7,591577,50.7,571061,52.8,212654,74.6,231243,353618,6491,342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3348430,246260,303174,2543598,187069,2318375,209911,1322557,95,1210942,95,944710,69.5,862341,78.1,1991090,1179540,177800,0,111158,942516,1489837,87,340612,521855,82142,101,340348,439816,82082,95,N/A,95,N/A,95,64.8,799267,72.4,1322557,364010,95,237182,93.4,98081,122403,16655,43,667933,263107,1318990,1283618,95,918559,76.6,340505,495839,82114,101,2479528,206874,279369,1321543,95,944474,72.9,340507,521750,82116,101,2542332,196154,258349,284285,30.1,284258,30.9,271431,31.5,84373,35.6,108302,171760,4210,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,21238655,239115,305873,16727357,188325,15016494,216263,7951356,89.5,7079164,95,6639786,74.8,5896475,84.9,12681075,7605780,951800,0,569218,6292545,9862843,2751,2289365,3836939,512201,1281,2288593,3094848,511833,1201,N/A,89.5,N/A,95,71.1,5571503,80.2,7951356,1599572,95,1345563,91.2,625401,626895,93022,245,3699451,250719,1439390,7633365,95,6377830,83.7,2289275,3575211,512103,1241,16155833,212064,278782,7950009,95,6639612,79.4,2289333,3836862,512141,1276,16725961,199892,253823,3055520,46,3054920,47.9,2933255,49.7,898151,66.7,1304307,1687245,63906,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4289445,204568,264619,3806400,181531,3413035,210552,1814143,86.5,1598173,95,1470656,70.1,1298973,80.1,2430245,1672600,186600,0,118058,1542870,2136627,8845,556603,803076,108757,2220,556135,632063,108598,2177,N/A,86.5,N/A,95,66.9,1230280,75.9,1814143,420034,95,349990,92.7,164209,163407,21283,1091,971959,257400,1135960,1734227,95,1411640,79,556556,744132,108739,2213,3675546,205633,239978,1813905,91.8,1470599,74.4,556586,803046,108748,2219,3806143,192634,217094,714364,48.6,714199,50.6,683404,52.6,238550,68.2,299792,403861,10498,213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5734110,186163,240170,4772023,154928,4367409,182927,2293285,74.5,2077970,87,1851199,60.1,1684418,70.6,3506410,1969300,258400,0,186534,1633494,2951467,528,599672,1079740,171727,60,599560,913122,171679,57,N/A,74.5,N/A,87,55.9,1556241,65.2,2293285,498583,95,411317,82.9,189125,196058,26101,33,1156503,233179,1156140,2229545,85,1802262,68.7,599666,1030813,171723,60,4658356,177678,218709,2293192,79.2,1851185,64,599667,1079734,171724,60,4771921,164857,198098,697002,37.7,696962,38.7,679069,40.3,254167,61.8,286846,398121,12032,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,44506445,228783,288530,38190519,196316,34675883,224799,17391650,89.4,15629047,95,14784417,76,13259583,86,26980345,15653300,1872800,0,1423045,13776070,22970761,20643,4950668,8581226,1246811,5712,4947743,7061265,1245642,4933,N/A,89.4,N/A,95,71.8,12443589,80.7,17391650,3450072,95,2968334,90.1,1399354,1380211,186898,1871,8366720,253833,1350260,16734122,95,14231225,84.8,4949987,8029215,1246605,5418,36978653,220462,265342,17389210,94.9,14783934,80.7,4950543,8581020,1246699,5672,38187497,208372,242852,6591743,44.6,6590259,46.3,6364308,48,1990265,67,2814591,3662835,113841,476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,22225655,190140,243941,17357074,148489,15946907,175028,7379656,63.1,6691148,73.4,6771310,57.9,6159447,67.6,12890615,8361440,973600,0,621373,6590243,10124760,20698,2378934,3837773,549257,5346,2378289,3226959,548990,5209,N/A,63.1,N/A,73.4,55.1,5823711,63.9,7379656,1890468,92.4,1783493,87.2,804787,884839,91310,2557,5008188,244741,1086130,7125329,71.2,6551217,65.5,2378910,3617734,549242,5331,16876712,168755,222241,7379214,67.1,6771267,61.6,2378926,3837746,549249,5346,17356623,157812,202083,3450296,51,3449512,52.7,3352156,54.4,1318606,73.9,1469509,1921946,58022,819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
